_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
763,1974559,16145691,22,M,B,2016-08-05T17:54:00,"3300 Block Delaware ST Pittsburgh, PA 15214",2701(a)(3) Simple Assault - Attempts by Physical Menace ,"3300 Block Delaware ST Pittsburgh, PA 15214",Perry North,1,2607,1,1,-80.01137243,40.48030923
764,1974568,16143982,34,M,B,2016-08-03T11:00:00,"N Murtland ST & Upland ST Pittsburgh, PA 15208",1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"N Murtland ST & Upland ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.89930494,40.46315435
765,1974572,16146511,22,F,B,2016-08-09T18:30:00,"1200 Block Dickson ST Pittsburgh, PA 15212",2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,"1200 Block Dickson ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.02806931,40.47025566
766,1974595,16145958,30,M,W,2016-08-06T00:56:00,"200 Block Station Square DR W Pittsburgh, PA 15219",5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"200 Block Station Square DR Pittsburgh, PA 15219",South Shore,3,1921,2,5,-80.00574336,40.43420932
767,1974636,16147656,29,M,W,2016-08-08T16:16:00,"6200 Block Penn AV Pittsburgh, PA 15206","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
768,1974697,16149680,23,F,B,2016-08-22T18:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief.,"6900 Block Bennett ST Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90434792,40.45799376
769,1974874,16153559,53,M,W,2016-08-16T21:15:00,"400 Block North Shore DR Pittsburgh, PA 15212",2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 3503(b)(1)(iii) Defiant Trespass - Fencing or Other Enclosure,"400 Block North Shore DR Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01233658,40.44626305
770,1974569,16144351,57,M,B,2016-08-03T20:17:00,"W Warrington AV & Boggs AV Pittsburgh, PA 15226",13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication / 13(a)(30)* Delivery of Controlled Substance,"W Warrington AV & Boggs AV Pittsburgh, PA 15226",Mount Washington,3,1915,4,5,-80.0110922,40.41560949
771,1974586,16144882,44,M,W,2016-08-04T16:05:00,"Frankstown AV & Washington BL Pittsburgh, PA 15208","1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 4703 Operation of Vehicle without Official Certif. of Inspection / 7122 Altered, Forged or Counterfeit Documents and Plates","Frankstown AV & Washington BL Pittsburgh, PA 15208",Homewood West,5,1207,9,2,-79.90804022,40.45867383
772,1974588,16144938,42,M,W,2016-08-04T17:02:00,"Oakwood ST & Kelly ST Pittsburgh, PA 15221",1511 Carrying and Exhibiting Driver's License on Demand. / 4524 Windshield Obstructions and Wipers. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Oakwood ST & Kelly ST Pittsburgh, PA 15221",Homewood South,5,1304,9,2,-79.88531434,40.45288078
773,1974590,16144996,20,M,B,2016-08-04T19:05:00,"Frankstown AV & East Hills DR Pittsburgh, PA 15221",13(a)(31) Marijuana: Possession Small Amount,"Frankstown AV & East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87041082,40.46117979
774,1975007,16155607,23,M,B,2016-08-19T18:16:00,"Frankstown AV & N Lang AV Pittsburgh, PA 15208",1958 Certificate of Inspection. / 4303 General Lighting Requirements. / 13(a)(31) Marijuana: Possession Small Amount,"Frankstown AV & N Lang AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89852838,40.45790578
775,1975013,16154588,22,M,B,2016-08-22T13:30:00,"900 Block Gibson ST Pittsburgh, PA 15220","9501 Bench Warrant / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","300 Block Fairview AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03569451,40.44444335
776,1975056,16152585,32,M,B,2016-08-26T13:58:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery. / 3925 Receiving Stolen Property.,"300 Block 6th AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99945175,40.44165074
777,1975275,16161613,22,M,W,2016-08-28T01:25:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2702 Aggravated Assault. / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98330671,40.42868483
778,1974626,15215344,53,M,B,2016-08-24T17:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"7100 Block FRANKSTOWN (DJ BAR AND GRILL) AV PITTSBURGH, PA 15208",Homewood North,5,1302,9,2,-79.89848267,40.45783765
779,1974631,16071377,29,M,B,2016-08-27T00:44:00,"1600 Block Sandusky CT Pittsburgh, PA 15212",9015 Failure To Appear/Arrest on Attachment Order,"1600 Block Sandusky CT Pittsburgh, PA 15212",Fineview,1,2509,6,1,-80.00544754,40.45893258
780,1974638,16093143,50,M,W,2016-08-26T09:35:00,Zone OSC,6301 Corruption of Minors. / 3122.1 Statuatory Sexual Assault / 3124.1 Sexual Assault / 6318 Unlawful Contact/Communication w/ Minor / 3121(a)(2) Rape by threat of forcible compulsion / 3123(a)(1) IDSI by forcible compulsion / 3123(a)(7) IDSI with person less than 16 / 3125(a)(2) Agg. indecent assault by forcible compulsion / 3125(a)(8) Agg indecent assault on person under 16 / 3126(a)(2) Indecent assault by forcible compulsion / 3126(a)(8) Indecent assault of person under 16 / 6320(a) Sexual Exploitation of Children,Zone 1,,1,,,,,
781,1974640,16103599,35,M,W,2016-08-27T21:30:00,"900 Block 2ND AV Pittsburgh, PA 15219",2701 Simple Assault. / 3304 Criminal Mischief.,"400 Block Bailey AV Pittsburgh, PA 15211",Mount Washington,3,1807,3,5,-79.99981738,40.42668677
782,1975362,16163828,38,F,B,2016-08-31T10:20:00,"300 Block Cedar AV Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
783,1975397,16163087,38,M,W,2016-09-08T17:20:00,"900 Block 2ND AV Pittsburgh, PA 15219",4915 Failure to Comply with Megans Law,"2100 Block Los Angeles AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02901794,40.40511864
784,1975399,16164240,18,M,B,2016-08-31T19:51:00,"2500 Block Chauncey DR Pittsburgh, PA 15219",5104 Resisting Arrest or Other Law Enforcement. / 5123 Contraband. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"2500 Block Chauncey DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.97380739,40.45093426
785,1974644,16117541,36,M,B,2016-08-29T00:20:00,"Mckees Rocks BRDG & Ohio River BL Pittsburgh, PA 15212",9015 Failure To Appear/Arrest on Attachment Order,"2200 Block Bentley DR Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.9702593,40.44010236
786,1974648,16121468,30,M,W,2016-08-28T15:47:00,"Arnold ST & Steuben ST Pittsburgh, PA 15220",9015 Failure To Appear/Arrest on Attachment Order,"800 Block Crucible ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03978718,40.4419871
787,1974689,16148097,36,M,W,2016-08-09T07:14:00,"4900 Block Friendship AV Pittsburgh, PA 15224",3503(a) Criminal Trespass,"4900 Block Friendship AV Pittsburgh, PA 15224",Bloomfield,5,809,7,2,-79.94509725,40.46204345
788,1974701,16149970,18,M,B,2016-08-11T20:02:00,"E Elizabeth ST & Gertrude ST Pittsburgh, PA 15207",3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct. / 1501 Drivers Required to be Licensed. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving,"Flowers AV & 2nd AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9440772,40.40998909
789,1975413,16138747,41,F,W,2016-09-14T18:30:00,"Tripoli ST & Cedar AV Pittsburgh, PA 15212",9015 Failure To Appear/Arrest on Attachment Order,"Howard ST & E North AV Pittsburgh, PA 15212",Fineview,1,2509,1,1,-79.99923238,40.4568392
790,1975414,16140824,51,M,W,2016-09-14T12:40:00,"400 Block Perry HWY Westview, PA 15229",9015 Failure To Appear/Arrest on Attachment Order,"Perrysville AV & Federal EXT Pittsburgh, PA 15214",Perry South,1,2614,6,1,-80.01010741,40.46700514
791,1975416,16148449,18,M,B,2016-09-15T17:25:00,"900 Block Second AV Pittsburgh, PA 15219",3701 Robbery.,"Deary ST & Larimer Ave BRDG Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90718466,40.46783264
792,1975444,16136054,20,M,B,2016-07-22T15:50:00,"5th AV & Robinson ST Pittsburgh, PA 15213","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","5th AV & Robinson ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.96535778,40.43774389
793,1974718,16149223,79,M,B,2016-08-10T18:30:00,"600 Block Pressley ST Pittsburgh, PA 15212",2701 Simple Assault.,"600 Block Pressley ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99867635,40.45221085
794,1974731,16149306,27,F,B,2016-08-10T19:50:00,"General Robinson ST W & Federal ST S Pittsburgh, PA 15212",2701 Simple Assault. / 5503 Disorderly Conduct.,"General Robinson ST & Federal ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.00425006,40.44824568
795,1974789,16149317,33,M,B,2016-08-25T15:15:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"1200 Block Hodgkiss ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2704,1,1,-80.02688688,40.46766851
796,1974792,16004674,40,M,W,2016-09-01T17:15:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"100 Block Pius ST Pittsburgh, PA 15203",South Side Slopes,3,1706,3,3,-79.98114281,40.42432527
797,1974800,16143320,27,F,W,2016-08-31T07:20:00,"600 Block 1ST AV Pittsburgh, PA 15219",3922 Theft by Deception. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud / 4120 Identity Theft,"2200 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.97445377,40.42822681
798,1974801,16144365,22,F,B,2016-08-30T09:18:00,"6000 Block Woodlawn RD Aliquippa, PA 15001",2705 Recklessy Endangering Another Person. / 3502 Burglary. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"700 Block Mt Pleasant RD Pittsburgh, PA 15214",Northview Heights,1,2609,1,1,-79.99823793,40.47599179
799,1975459,16164569,27,M,B,2016-09-01T08:00:00,"200 Block Whitridge ST Pittsburgh, PA 15213",3925 Receiving Stolen Property.,"200 Block Whitridge ST Pittsburgh, PA 15213",Terrace Village,2,510,6,3,-79.96755446,40.44005836
800,1974887,16154150,29,M,B,2016-08-17T18:20:00,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession,"Cedar AV & East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00169385,40.45331224
801,1975026,16155703,23,M,B,2016-08-24T16:10:00,"1500 Block Brighton RD Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 3742 Accidents Involving Death or Personal Injury / 3742.1 Accident Involv. Death/Inj. While not Licensed,"200 Block Kennedy AV Pittsburgh, PA 15214",Perry South,1,2615,1,1,-80.01053271,40.47425994
802,1975095,16109024,31,F,W,2016-09-01T16:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"600 Block E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99720377,40.42155201
803,1975205,16161707,15,M,B,2016-09-08T18:35:00,"900 Block SECOND AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 2901 Kidnapping. / 3702 Robbery of Motor Vehicle.,"300 Block Mt Pleasant RD Pittsburgh, PA ",Northview Heights,1,2609,1,1,-80.00304348,40.48235135
804,1975263,16160011,35,M,B,2016-09-05T04:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary.,"900 Block Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99793652,40.44288811
805,1975271,16161600,25,M,B,2016-09-08T18:00:00,"1100 Block Montezuma ST Pittsburgh, PA 15206",2701 Simple Assault.,"1100 Block Montezuma ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.90314735,40.46660636
806,1975312,16163265,43,M,W,2016-08-30T14:29:00,"Chartiers AV & Municipal ST Pittsburgh, PA 15204",3111 Obedience to Traffic-Control Devices. / 13(a)(16) Possession of Controlled Substance,"Chartiers AV & Municipal ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.0526479,40.45213396
807,1975315,16163318,27,M,W,2016-08-30T16:50:00,"6200 Block Penn AV Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
808,1975318,16155963,21,F,W,2016-08-20T04:45:00,"1500 Block Broadway AV Pittsburgh, PA 15216","5126 Flight to Avoid Apprehension, Trial or Punishment. / 9015 Failure To Appear/Arrest on Attachment Order","1500 Block Broadway AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02380107,40.41121624
809,1975322,16155978,29,M,B,2016-08-20T07:43:00,"8600 Block Bricelyn ST Pittsburgh, PA 15221",903 Criminal Conspiracy. / 5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"8600 Block Bricelyn ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87435595,40.4578568
810,1975347,16163406,24,M,W,2016-08-30T18:11:00,"1100 Block Itin ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1100 Block Itin ST Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.9937873,40.46139938
811,1975368,16049770,48,F,B,2016-09-16T20:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession,"3100 Block Kelvin ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.06335841,40.4527856
812,1975369,16064356,39,M,W,2016-09-15T13:00:00,"600 Block 1st AV Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 4107(b)(2) Vehicle Equipment Standards,"W Woodford AV & Westmont AV Pittsburgh, PA 15210",Carrick,3,2901,4,3,-79.98774906,40.39329715
813,1975495,16111038,33,F,W,2016-09-21T16:45:00,"900 Block Second AV Pittsburgh, PA 15219",2701 Simple Assault.,"2200 Block Arlington AV Pittsburgh, PA 15210",Arlington,3,1603,3,3,-79.97587461,40.41683701
814,1975521,16169570,16,M,B,2016-09-13T11:07:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"200 Block Reifert ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.9921469,40.40808736
815,1974445,16143011,51,M,B,2016-08-01T21:37:00,"6th ST & Fort Duquesne BL Pittsburgh, PA 15222",9501 Bench Warrant,"6th ST & Fort Duquesne BL Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00270813,40.44399491
816,1974543,16143549,34,M,W,2016-08-02T18:10:00,"Cedar AV & Foreland ST Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"Cedar AV & Foreland ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00193876,40.45408043
817,1974778,16151513,44,F,B,2016-08-17T14:45:00,"600 Block 1st AV Pittsburgh, PA 15219",2709 Harassment (Non-Specific),"200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
818,1974971,16155240,21,M,W,2016-08-20T17:30:00,"1000 Block 1st ST Mckees Rocks, PA 15136",903 Criminal Conspiracy. / 3701 Robbery. / 3702 Robbery of Motor Vehicle. / 3921 Theft by Unlawful Taking or Disposition. / 9501 Bench Warrant,"300 Block Stadium ST Pittsburgh, PA 15204",Sheraden,6,2018,2,5,-80.05200001,40.46067503
819,1974984,16153100,25,M,B,2016-08-24T12:30:00,"900 Block 2ND AV Pittsburgh, PA 15219",3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property.,"100 Block 6th ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00263013,40.44399023
820,1975144,15156146,20,M,B,2016-09-09T11:02:00,"900 Block 2nd AV Pittsburgh, PA 15219",907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"7th AV & Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99748443,40.44305798
821,1975277,16155896,0,M,B,2016-09-05T23:46:00,"600 Block N Braddock AV Pittsburgh, PA 15208",5121 Escape. / 6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3543 Pedestrians Crossing at Other Than Crosswalks. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Frankstown AV & Wilkinsburg AV Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87587882,40.45814745
822,1975210,16136808,27,F,B,2016-09-09T11:09:00,"300 Block 6th AV Pittsburgh, PA 15222",9015 Failure To Appear/Arrest on Attachment Order,"2200 Block Arlington AV Pittsburgh, PA 15210",Arlington,3,1603,3,3,-79.97587461,40.41683701
823,1975215,16151202,58,M,B,2016-09-11T12:00:00,"900 Block 2ND AV Pittsburgh, PA 15219",3502 Burglary. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud,"300 Block Melwood AV Pittsburgh, PA 15213",North Oakland,4,507,8,3,-79.95079265,40.45225686
824,1974519,16146376,25,M,B,2016-08-06T17:23:00,"1800 Block Bedford AV Pittsburgh, PA 15219",2701 Simple Assault. / 13(a)(32) Paraphernalia - Use or Possession,"1800 Block Bedford AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98540111,40.44517821
825,1975304,16161698,,M,B,2016-09-11T16:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",903 Criminal Conspiracy. / 3701 Robbery.,"Federal ST & W North AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00663235,40.45544902
826,1975309,16161295,33,M,B,2016-08-27T17:00:00,"Frankstown AV & Brushton ST Pittsburgh, PA 15208",2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children. / 3736 Reckless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"Bunkerhill ST & Greystone DR Pittsburgh, PA 15206",Highland Park,5,1102,7,2,-79.91702136,40.47880214
827,1975035,16051413,36,M,H,2016-09-01T12:32:00,"800 Block N Sheridan AV Pittsburgh, PA 15206",3921 Theft by Unlawful Taking or Disposition.,"1500 Block Penn AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.98832789,40.44784616
828,1974455,16121240,62,M,B,2016-08-23T14:50:00,"900 Block 2ND AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"6300 Block Shakepeare ST Pittsburgh, PA 15206",Shadyside,4,708,8,2,-79.92146083,40.45888145
829,1974494,16143058,53,M,W,2016-08-02T00:06:00,"600 Block Sedan WY Pittsburgh, PA 15220",2701 Simple Assault.,"600 Block Sedan WY Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.04009604,40.43811934
830,1974506,16145578,30,M,W,2016-08-05T15:23:00,"Woodville AV & I-376 RAMP Pittsburgh, PA 15220",9501 Bench Warrant,"Woodville AV & I-376 RAMP Pittsburgh, PA 15220",West End,6,2019,,,,
831,1974625,16136006,0,M,B,2016-08-24T15:59:00,"900 Block Second AV Pittsburgh, PA 15219",4915 Failure to Comply with Megans Law,"7500 Block Bennett ST Pittsburgh, PA 15208",Homewood South,5,1304,9,2,-79.89220413,40.45527585
832,1974676,16158172,16,M,B,2016-08-23T12:40:00,"200 Block Oregon ST Pittsburgh, PA 15204",3925 Receiving Stolen Property. / 1501 Drivers Required to be Licensed.,"STOWE TWP STOWE TWP, PA ",Outside City,OSC,5599,,,,
833,1974978,16152633,47,M,W,2016-09-05T17:40:00,"3900 Block Lydia ST Pittsburgh, PA 15207",2701 Simple Assault.,"3900 Block Lydia ST Pittsburgh, PA 15207",Greenfield,4,1516,5,3,-79.94311725,40.42698596
834,1974980,16153009,57,M,B,2016-09-06T11:25:00,"900 Block 2nd AV Pittsburgh, PA 15219",3502 Burglary.,"100 Block 5th AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00287326,40.44140616
835,1975128,16159646,31,M,B,2016-08-25T14:00:00,"300 Block Moore AV Pittsburgh, PA 15210","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","300 Block Moore AV Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.99300674,40.41135213
836,1975137,16160903,34,F,W,2016-08-27T02:20:00,"200 Block East Ohio ST Pittsburgh, PA 15212",9501 Bench Warrant,"200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00366043,40.45302239
837,1975237,16162114,48,M,W,2016-08-28T23:00:00,"Bausman ST & Mathews AV Pittsburgh, PA 15210",3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,"Saw Mill Run BL & Edgebrook AV Pittsburgh, PA 15226",Bon Air,3,1806,4,3,-80.00060758,40.40209571
838,1975353,16161516,24,M,B,2016-08-27T23:56:00,"Auburn ST & Ashley ST Pittsburgh, PA 15206",3304 Criminal Mischief. / 6111 Sale of Firearms. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4524 Windshield Obstructions and Wipers. / 13(a)(31) Marijuana: Possession Small Amount,"Auburn ST & Ashley ST Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.91561949,40.46283683
839,1974680,16159265,16,M,B,2016-08-24T22:30:00,"Centre AV & Vera Cruz WY Pittsburgh, PA 15219",5121 Escape. / 9501 Bench Warrant,"Centre AV & Vera Cruz WY Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9746313,40.44521222
840,1974737,16148461,22,M,W,2016-08-09T17:55:00,"Kirk AV & Almora ST Pittsburgh, PA 15227",1301 Registration and Certificate of Title Required. / 1311 Registration Card to be Signed and Exhibited on Demand. / 1332 Display of Registration Plate. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 3733 Fleeing or Attempting to Elude Police Officer,"Churchview AV & Kirk AV Pittsburgh, PA 15210",Carrick,3,2904,4,3,-79.97825767,40.38574962
841,1975068,16157532,42,M,B,2016-08-22T16:10:00,"1800 Block Centre AV Pittsburgh, PA 15219",3929 Retail Theft.,"1800 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98289274,40.44191944
842,1974724,16147057,26,F,O,2016-08-07T19:00:00,"1100 Block Round top ST Pittsburgh, PA 15205",13(a)(32) Paraphernalia - Use or Possession,"1100 Block Roundtop ST Pittsburgh, PA 15205",Crafton Heights,6,2815,2,5,-80.05438395,40.4418105
843,1974772,16151696,46,M,W,2016-08-14T02:41:00,"Baum BL & Cypress ST Pittsburgh, PA 15224",3802(a)(1) DUI - General Impairment,"Baum BL & Cypress ST Pittsburgh, PA 15224",Shadyside,4,709,7,2,-79.94198457,40.45593867
844,1974776,16151710,24,F,B,2016-08-14T02:15:00,"1000 Block Western AV Pittsburgh, PA 15233",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"1000 Block Western AV NEW KENSINGTON, PA 15068",Outside County,OSC,6699,,,-79.73003325,40.58621354
845,1974779,16151757,39,M,W,2016-08-14T05:30:00,"1900 Block Gebhart ST Pittsburgh, PA 15212",2701 Simple Assault.,"1900 Block Gebhart ST Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.98603744,40.46876597
846,1974783,16151805,0,M,W,2016-08-14T09:30:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"1100 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98731788,40.42856797
847,1975088,16154461,38,M,W,2016-08-18T06:03:00,"600 Block Elmbank ST Pittsburgh, PA 15226","6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","600 Block Elmbank ST Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.01608926,40.39948422
848,1975116,16156817,42,M,B,2016-08-21T12:57:00,"1700 Block Meadville ST Pittsburgh, PA 15214",9501 Bench Warrant,"1700 Block Meadville ST Pittsburgh, PA 15214",Fineview,1,2509,1,1,-80.00533059,40.46153471
849,1975505,14155666,51,M,B,2016-09-18T03:00:00,"900 Block 2nd AV Pittsburgh, PA 15219","2706 Terroristic Threats. / 5505 Public Drunkenness / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","Forbes AV & Wood ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-80.00082661,40.44008916
850,1975531,16165979,25,F,W,2016-09-03T08:00:00,"100 Block S 13th ST Pittsburgh, PA 15203",13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"100 Block S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98545585,40.42704846
